Seq,ID,Gender,Monetary,Recency,Frq,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence,RelatedPurchase,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
168,1392,1,69,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,1878,1878,15501,1,183,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
169,1394,1,275,8,10,62,1,1,1,2,1,2,0,1,1,2,0,6,,464,464,4173,1,128,18,2,24,0,0,1,0,0,1,0,0,0,0,0,1
170,1406,1,54,12,3,24,1,0,0,0,0,1,0,0,0,0,0,1,,3890,3890,32092,1,139,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
171,1411,0,201,34,6,54,3,1,0,0,1,0,1,0,0,0,0,1,,2476,2476,20371,1,192,12,11,48,1,2,1,0,0,0,0,0,0,0,0,0
172,1442,1,149,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,404,404,3656,1,168,16,2,24,1,0,1,0,0,0,0,1,0,0,0,1
173,1455,1,364,14,8,54,2,2,2,0,0,1,1,1,0,0,0,3,,607,607,5454,1,128,20,2,24,1,0,1,0,0,0,0,0,0,0,0,0
174,1474,0,86,14,5,40,1,0,0,0,2,2,0,0,0,0,1,2,,1974,1974,16366,1,258,10,9,56,2,1,0,2,1,0,1,0,0,0,0,1
175,1484,1,151,12,4,34,0,1,0,1,1,0,0,0,0,0,0,0,,1437,1437,11960,1,43,2,2,4,0,0,0,0,0,0,0,0,0,0,1,0
176,1486,1,229,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0,,581,581,5246,1,423,12,10,34,2,1,2,0,4,0,0,1,1,0,0,2
177,1494,1,227,2,9,42,1,0,0,1,0,2,0,0,0,0,0,2,,3786,3786,31316,1,401,12,8,50,1,1,2,1,0,0,2,0,0,0,0,2
178,1496,1,246,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,3482,3482,28909,1,178,20,8,56,1,2,0,2,0,0,0,0,0,0,0,0
179,1505,1,43,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0,,2051,2051,16955,0,278,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
180,1515,1,158,12,2,14,0,1,0,0,0,0,0,0,0,0,0,0,,3098,3098,25590,1,114,28,1,28,0,0,1,0,0,3,0,0,0,0,0,3
181,1518,0,327,16,2,24,0,0,0,1,0,0,1,0,0,0,0,1,,2658,2658,22036,1,124,16,8,46,2,1,3,1,1,0,0,0,0,0,0,0
182,1521,1,164,2,3,16,1,0,0,0,0,0,0,0,0,0,1,0,,2604,2604,21588,1,111,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0
183,1526,0,158,6,9,56,1,1,1,1,1,0,3,0,0,0,1,3,,2244,2244,18466,1,51,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
184,1529,0,206,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0,,3530,3530,29325,1,197,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0
185,1530,1,319,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0,,1478,1478,12272,1,298,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
186,1531,0,39,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,2601,2601,21577,1,51,8,1,8,0,0,0,0,0,0,0,0,0,0,1,0
187,1543,1,295,6,2,14,0,0,1,0,0,0,0,0,0,0,0,0,,1356,1356,11314,1,298,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
188,1552,1,178,14,1,14,0,1,0,0,0,0,0,0,0,0,0,0,,1932,1932,16010,1,249,12,1,12,0,0,0,0,0,0,1,0,0,0,0,1
189,1554,1,128,32,5,48,1,0,1,0,0,0,3,0,0,0,0,3,,1392,1392,11610,1,196,16,4,32,1,2,1,0,0,0,0,0,0,0,0,0
190,1577,1,311,2,9,34,2,1,2,2,0,0,0,0,0,0,0,0,,3917,3917,32261,1,130,22,4,36,1,0,1,0,0,0,1,0,0,0,1,1
191,1610,0,391,8,9,48,1,1,2,1,3,0,0,0,0,0,0,0,,866,866,7230,1,161,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
192,1641,0,88,18,2,22,1,0,0,0,1,0,0,0,0,0,0,0,,3550,3550,29475,1,358,10,8,48,0,2,2,0,0,0,3,0,0,0,0,3
193,1652,1,97,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,,975,975,8016,0,196,18,2,22,0,0,1,0,0,1,0,0,0,1,0,2
194,1671,0,250,12,12,36,1,1,3,2,1,3,0,1,1,1,1,6,,1373,1373,11486,1,193,14,2,18,1,1,0,0,0,0,0,0,0,0,0,0
195,1672,1,102,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,1889,1889,15625,1,36,6,2,12,0,0,0,0,0,1,0,0,0,0,0,1
196,1685,1,273,14,2,20,0,0,0,1,0,1,0,0,0,0,0,1,,477,477,4345,1,263,14,7,42,1,1,2,0,1,0,1,1,1,0,0,3
197,1690,1,362,14,5,42,1,0,2,0,1,0,1,1,1,0,0,3,,2594,2594,21467,1,249,24,2,28,1,0,0,1,0,0,1,0,0,0,1,1
198,1705,0,271,12,2,14,0,1,0,0,0,0,0,0,0,0,0,0,,1120,1120,9423,1,193,8,6,20,0,1,2,1,0,0,0,0,0,0,0,0
199,1740,0,24,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,194,194,1671,0,250,12,12,36,1,1,3,2,1,3,0,1,1,1,1,6
200,1741,1,280,14,2,22,0,0,1,0,0,0,0,0,0,0,0,0,,1792,1792,14810,1,274,8,9,32,2,0,3,0,1,0,0,0,0,0,0,0
201,1748,1,203,18,1,18,0,0,1,0,0,0,0,0,0,0,0,0,,856,856,7122,0,364,10,5,24,1,0,1,0,0,0,1,0,0,0,1,1
202,1749,1,304,16,2,18,1,0,0,1,0,0,0,0,0,0,0,0,,1335,1335,11097,1,305,30,1,30,0,0,0,0,1,0,0,0,0,0,0,0
203,1766,0,164,12,3,24,0,1,1,0,0,0,0,0,0,0,0,0,,3216,3216,26499,1,93,10,4,26,0,0,0,0,0,0,0,0,0,0,0,0
204,1784,1,32,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,,2410,2410,19786,1,83,16,1,16,0,1,0,0,0,0,0,1,0,0,0,1
205,1785,1,178,30,2,34,0,0,1,0,0,0,1,0,0,0,0,1,,2940,2940,24309,0,267,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
206,1788,1,130,12,1,12,0,0,0,0,0,0,0,0,0,0,1,0,,983,983,8090,0,180,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0
207,1796,0,177,30,9,76,1,2,2,1,1,2,0,0,0,0,0,2,,1786,1786,14731,0,192,12,4,22,1,0,0,1,1,0,0,0,0,0,0,0
208,1799,1,90,10,2,14,0,1,0,0,0,0,0,0,0,0,0,0,,167,167,1371,1,295,32,2,40,2,0,0,0,0,0,0,0,0,0,0,0
209,1805,1,292,14,1,14,0,1,0,0,0,0,0,0,0,0,0,0,,3581,3581,29727,1,157,2,6,18,1,0,2,0,0,0,0,0,0,0,0,0
210,1813,1,226,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,1177,1177,9839,0,303,12,1,12,0,0,0,0,0,0,0,0,0,0,1,0
211,1815,1,73,12,2,18,0,1,0,0,0,0,0,0,0,0,0,0,,846,846,7078,1,388,12,8,54,2,1,1,0,1,1,1,0,0,0,0,2
212,1817,0,123,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0,,2998,2998,24822,0,37,12,1,12,0,0,0,0,0,3,0,0,0,0,0,3
213,1825,1,432,12,11,76,3,2,2,0,0,1,2,0,0,0,0,3,,2640,2640,21913,1,183,16,5,36,1,0,3,0,0,0,2,0,0,0,0,2
214,1837,1,218,22,1,22,0,0,0,1,0,0,0,0,0,0,0,0,,2279,2279,18681,1,31,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
215,1838,1,448,12,12,48,4,5,1,0,0,1,0,1,0,1,0,3,,3795,3795,31377,1,24,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
216,1844,1,37,16,2,22,0,0,0,2,0,0,0,0,0,0,0,0,,1907,1907,15787,0,309,18,2,20,1,0,0,1,0,0,0,0,0,0,0,0
217,1845,1,246,6,9,40,1,2,4,0,1,0,0,0,0,0,0,0,,1609,1609,13327,0,161,6,2,10,0,0,0,0,0,2,2,0,0,0,0,4
218,1846,0,200,8,3,24,0,1,0,0,0,0,1,0,0,0,0,1,,2620,2620,21756,1,350,12,12,56,2,2,0,2,0,1,2,0,0,0,0,3
219,1858,1,220,16,3,24,1,0,2,0,0,0,0,1,0,0,0,1,,1148,1148,9676,0,263,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
220,1878,0,238,24,1,24,0,0,0,0,0,1,0,0,0,0,0,1,,309,309,2731,1,267,12,6,38,1,2,1,0,1,0,0,1,1,0,0,2
221,1886,0,152,16,9,66,0,1,4,0,2,1,1,0,0,0,0,2,,61,61,477,0,123,12,2,16,1,0,0,0,0,0,0,0,0,0,1,0
222,1889,1,361,6,6,36,1,0,2,0,0,1,1,1,0,1,1,4,,1839,1839,15158,1,322,30,2,36,1,0,0,0,0,1,0,0,0,0,0,1
223,1923,0,60,14,4,32,1,1,2,0,0,0,0,1,0,0,0,1,,1142,1142,9634,0,215,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0
224,1941,0,438,12,11,76,4,0,2,4,0,0,0,1,0,0,0,1,,1914,1914,15858,0,148,26,2,30,0,0,2,0,0,0,0,0,0,0,0,0
225,1960,1,58,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,735,735,6325,1,323,12,2,18,0,0,1,0,0,0,0,0,0,0,0,0
226,1962,0,61,10,3,20,2,0,0,0,0,0,0,0,0,0,0,0,,1992,1992,16507,0,44,10,1,10,0,0,0,0,0,1,0,0,0,0,0,1
227,1977,1,194,14,2,22,0,0,0,0,0,2,0,0,0,0,0,2,,2426,2426,19965,1,73,34,1,34,0,0,0,0,0,2,0,0,0,0,0,2
228,1984,1,239,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,795,795,6736,0,325,8,3,16,0,0,0,0,0,0,1,0,0,0,0,1
229,2020,1,68,16,1,16,0,0,0,0,0,1,0,0,0,0,0,1,,3730,3730,31021,1,115,8,1,8,0,0,0,0,0,0,1,0,0,0,0,1
230,2046,1,88,16,1,16,0,0,0,1,0,0,0,0,0,0,0,0,,1423,1423,11865,1,370,14,12,68,2,1,3,2,0,1,2,0,0,0,0,3
231,2052,1,300,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0,,882,882,7333,1,233,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0
232,2062,0,363,14,7,42,1,2,1,1,1,0,1,0,0,0,0,1,,188,188,1552,1,178,14,1,14,0,1,0,0,0,0,0,0,0,0,0,0
233,2065,1,234,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,1136,1136,9586,0,258,20,1,20,0,0,0,0,0,0,1,0,0,0,0,1
234,2068,1,191,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,3970,3970,32708,1,36,10,1,10,0,0,0,0,0,2,0,0,0,0,0,2
235,2073,1,178,26,2,28,0,0,0,1,1,0,0,0,0,0,0,0,,1765,1765,14557,1,186,10,2,16,1,0,0,0,0,2,1,0,0,0,0,3
236,2074,1,146,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,1398,1398,11652,1,25,30,1,30,0,0,0,0,0,0,1,0,0,0,0,1
237,2079,0,374,36,11,66,3,1,2,1,2,0,2,0,0,0,0,2,,3355,3355,27708,1,283,28,5,56,2,0,2,0,1,0,1,0,0,0,0,1
238,2081,0,109,14,2,20,0,0,1,0,1,0,0,0,0,0,0,0,,1020,1020,8418,1,366,34,6,56,1,1,2,0,0,0,2,1,0,0,0,3
239,2096,1,120,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0,,3900,3900,32156,1,53,16,2,22,0,1,1,0,0,0,0,0,0,0,0,0
240,2099,1,210,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,,1660,1660,13745,1,42,12,2,16,0,0,1,0,0,0,0,1,0,0,0,1
241,2108,0,282,14,2,18,0,0,0,1,0,1,0,0,0,0,0,1,,1717,1717,14193,1,95,6,1,6,0,0,0,0,0,1,0,0,0,0,0,1
242,2119,1,260,32,1,32,0,0,0,0,0,0,1,0,0,0,0,1,,254,254,2226,1,124,16,2,22,2,0,0,0,0,0,0,0,0,0,0,0
243,2121,1,340,12,6,30,2,1,1,0,0,0,1,0,0,0,0,1,,2958,2958,24457,1,102,20,2,26,1,0,0,0,0,2,0,0,0,0,0,2
244,2124,1,441,10,12,72,2,1,0,2,1,2,3,0,0,0,1,5,,1987,1987,16476,1,68,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
245,2171,0,95,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0,,3437,3437,28493,0,306,18,2,24,1,0,0,0,0,0,0,1,0,0,0,1
246,2172,0,34,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0,,1473,1473,12244,0,403,10,9,46,1,1,2,1,0,2,1,0,0,0,1,3
247,2183,1,125,32,1,32,0,0,0,0,0,0,1,0,0,0,0,1,,705,705,6167,1,280,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
248,2184,1,329,14,3,24,0,0,1,0,0,2,0,0,0,0,0,2,,1503,1503,12503,1,230,20,2,24,0,0,0,0,0,0,1,1,0,0,0,2
249,2185,1,79,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0,,929,929,7721,0,42,6,2,10,0,0,0,0,0,0,0,0,0,0,1,0
250,2198,1,96,26,2,28,0,0,0,0,1,0,1,0,0,0,0,1,,787,787,6718,1,223,8,4,20,0,0,2,0,0,0,0,1,0,0,0,1
251,2203,1,173,20,2,28,0,0,1,1,0,0,0,0,0,0,0,0,,2895,2895,23882,0,309,10,12,80,3,1,3,1,1,0,0,0,0,0,0,0
252,2204,1,364,16,8,60,0,1,3,0,0,1,3,0,0,0,0,4,,3878,3878,31997,0,182,4,11,44,3,0,1,0,2,0,0,1,0,0,0,1
253,2213,0,212,16,5,38,1,0,1,2,0,0,1,1,0,0,1,2,,379,379,3338,1,189,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
254,2226,1,124,16,2,22,2,0,0,0,0,0,0,0,0,0,0,0,,3939,3939,32437,0,39,28,2,30,1,0,0,0,0,0,0,1,0,0,1,1
255,2227,1,167,18,5,32,1,0,1,3,0,0,0,0,0,0,0,0,,2746,2746,22736,1,150,30,5,42,1,0,1,1,2,3,0,0,0,0,0,3
256,2238,1,80,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,,152,152,1253,0,285,12,2,14,1,0,0,0,0,0,0,0,0,0,0,0
257,2245,1,318,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,,3817,3817,31522,1,298,26,2,28,1,0,0,0,0,0,0,0,0,0,0,0
258,2253,1,260,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,,2116,2116,17464,0,189,14,1,14,0,0,1,0,0,0,1,0,0,0,0,1
259,2262,0,148,6,4,20,0,0,0,0,0,1,0,0,0,0,1,1,,1199,1199,10037,1,200,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0
260,2263,0,243,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,1080,1080,9037,1,108,22,7,60,1,1,0,3,0,1,1,0,0,0,0,2
261,2268,0,40,22,1,22,0,0,0,1,0,0,0,0,0,0,0,0,,2648,2648,21974,1,276,16,2,18,1,0,0,1,0,0,1,0,0,0,0,1
262,2294,1,121,12,5,32,1,0,0,1,0,0,0,0,0,0,0,0,,105,105,903,0,64,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0
263,2296,1,384,10,8,46,3,0,1,1,1,1,0,0,0,0,0,1,,1869,1869,15416,1,219,10,2,14,0,0,1,0,0,0,0,0,0,0,0,0
264,2299,1,90,10,5,38,0,0,2,0,0,0,1,1,0,0,0,2,,2975,2975,24623,1,25,16,1,16,0,0,0,1,0,0,0,0,0,0,0,0
265,2304,1,107,14,6,36,1,0,2,0,2,0,1,0,0,0,0,1,,3813,3813,31486,1,73,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
266,2313,1,53,12,2,14,0,0,1,0,0,0,0,0,0,0,0,0,,2740,2740,22719,1,261,14,1,14,0,0,0,0,0,0,1,0,0,0,0,1
267,2324,1,232,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,1348,1348,11220,0,23,14,1,14,0,0,0,0,1,0,0,0,0,0,0,0
268,2339,0,329,16,5,36,2,0,1,1,0,1,0,0,0,0,0,1,,3926,3926,32351,1,324,22,2,30,1,1,0,0,0,0,0,0,0,0,0,0
269,2341,0,90,12,3,26,1,0,0,0,1,0,0,0,0,0,0,0,,906,906,7563,1,275,16,4,32,1,1,0,0,0,2,0,0,0,0,0,2
270,2342,1,192,34,6,52,0,0,3,2,0,1,0,0,0,0,0,1,,293,293,2594,1,131,8,6,30,0,1,1,1,0,0,0,0,0,0,0,0
271,2376,0,419,14,12,50,2,0,4,1,2,1,2,2,1,1,0,7,,719,719,6246,1,367,20,8,44,2,0,2,1,1,0,2,0,0,0,0,2
272,2377,1,153,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,3943,3943,32505,1,119,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
273,2382,1,305,16,8,60,2,0,0,2,2,0,2,0,0,0,0,2,,2421,2421,19894,0,143,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
274,2383,1,218,14,8,48,1,0,3,1,0,1,2,0,0,0,0,3,,3721,3721,30945,1,452,10,12,60,3,1,2,1,0,0,1,0,0,0,0,1
275,2385,1,33,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,2177,2177,17959,1,266,14,1,14,0,0,1,0,0,0,0,0,0,0,1,0
276,2392,0,135,16,4,26,0,0,2,0,1,0,1,0,0,0,0,1,,931,931,7730,1,67,30,2,36,0,0,0,1,0,1,0,0,0,1,0,2
277,2394,1,320,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0,,2634,2634,21858,0,327,8,2,14,0,0,0,1,0,0,1,1,0,0,0,2
278,2431,1,174,16,2,22,0,0,0,0,1,0,1,0,0,0,1,1,,493,493,4490,1,372,20,8,66,2,0,3,1,1,0,1,1,1,0,0,3
279,2435,1,285,6,9,56,1,1,2,1,0,0,2,1,0,0,0,3,,3699,3699,30758,1,105,16,2,24,0,0,0,0,0,1,0,0,0,0,0,1
280,2471,0,208,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,,235,235,2073,1,178,26,2,28,0,0,0,1,1,0,0,0,0,0,0,0
281,2473,1,45,26,2,34,2,0,0,0,0,0,0,0,0,0,0,0,,1541,1541,12765,1,341,12,11,50,4,1,3,1,1,0,2,0,0,1,0,3
282,2475,0,77,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,3826,3826,31551,1,167,24,10,76,3,0,4,1,1,0,0,0,0,0,0,0
283,2503,0,90,10,2,14,1,0,0,0,0,0,0,0,0,0,0,0,,2611,2611,21670,0,113,20,2,24,0,0,2,0,0,1,0,0,0,0,0,1
284,2505,1,297,8,7,22,0,2,1,0,0,1,0,0,0,0,0,1,,614,614,5560,1,236,8,12,44,1,1,2,0,3,2,0,0,0,0,1,2
285,2506,1,347,10,6,28,2,0,1,1,0,0,0,1,0,0,0,1,,3504,3504,29083,0,337,4,12,36,3,0,3,1,1,0,2,0,0,0,0,2
286,2508,1,188,36,6,62,2,0,2,0,0,1,1,0,0,0,0,2,,1529,1529,12676,1,368,12,11,62,3,0,3,1,1,0,2,0,0,0,0,2
287,2523,1,252,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,1587,1587,13157,1,167,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
288,2527,0,415,16,12,68,5,0,0,2,1,1,3,0,0,0,1,4,,1064,1064,8903,1,280,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
289,2532,1,146,14,2,18,0,1,1,0,0,0,0,0,0,0,0,0,,3380,3380,27941,1,233,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
290,2536,1,142,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,,2806,2806,23262,1,335,18,12,66,1,0,5,1,1,0,0,0,0,0,0,0
291,2541,1,232,26,2,30,0,0,1,0,1,0,0,0,0,0,0,0,,2355,2355,19334,0,244,34,1,34,0,0,0,0,0,0,0,1,0,0,0,1
292,2591,0,326,22,4,38,2,0,0,1,0,0,1,0,0,0,0,1,,3827,3827,31558,1,186,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
293,2594,1,131,8,6,30,0,1,1,1,0,0,0,0,0,0,0,0,,2566,2566,21191,0,31,24,2,30,0,0,0,0,1,0,0,0,0,0,0,0
294,2603,0,166,16,1,16,0,0,0,0,0,0,1,0,0,0,0,1,,1045,1045,8626,0,287,20,2,24,0,1,0,0,0,0,1,0,0,0,0,1
295,2604,1,44,16,2,18,0,0,1,0,1,0,0,0,0,0,0,0,,2513,2513,20659,0,340,30,10,56,2,1,0,2,3,0,0,0,0,0,0,0
296,2624,1,159,34,1,34,0,0,1,0,0,0,0,0,0,0,0,0,,3359,3359,27750,0,199,18,1,18,0,0,0,0,1,0,0,0,0,0,0,0
297,2641,0,210,34,1,34,0,0,1,0,0,0,0,0,0,0,0,0,,1547,1547,12821,1,243,16,2,24,0,0,0,1,1,0,0,0,0,0,0,0
298,2649,1,143,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,2501,2501,20597,0,114,30,2,32,1,1,0,0,0,0,0,0,0,0,0,0
299,2660,0,212,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,1881,1881,15535,0,301,14,11,46,3,0,2,3,2,0,0,0,0,0,0,0
300,2668,1,201,32,1,32,1,0,0,0,0,0,0,0,0,0,0,0,,2065,2065,17093,0,119,10,7,34,1,1,2,0,1,2,0,0,0,0,0,2
301,2673,1,110,10,6,28,0,2,1,0,1,0,0,0,0,0,0,0,,1707,1707,14083,0,227,18,2,26,0,0,0,0,1,0,0,1,0,0,0,1
302,2676,1,18,16,1,16,0,1,0,0,0,0,0,0,0,0,0,0,,1981,1981,16424,1,243,14,11,46,1,1,2,0,2,0,0,0,0,1,0,1
303,2684,1,267,16,2,18,0,0,2,0,0,0,0,0,0,0,0,0,,2671,2671,22140,1,160,12,3,26,0,0,0,0,0,0,1,0,0,0,0,1
304,2687,1,38,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,1438,1438,11965,1,62,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0
305,2699,1,284,10,5,20,0,1,2,0,1,0,0,0,0,0,0,0,,3678,3678,30559,1,135,2,1,2,0,0,0,0,0,0,1,0,0,0,0,1
306,2707,1,332,12,10,48,2,1,3,1,0,1,0,1,0,1,0,3,,904,904,7556,0,26,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0
307,2726,1,124,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,3934,3934,32374,1,231,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0
308,2727,0,192,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,,4,4,47,1,228,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
309,2731,1,267,12,6,38,1,2,1,0,1,0,0,1,1,0,0,2,,2253,2253,18535,0,230,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
310,2739,1,324,10,2,14,1,0,0,0,0,0,0,0,0,0,0,0,,2318,2318,19016,0,161,14,1,14,0,1,0,0,0,1,0,0,0,0,0,1
311,2761,1,199,4,10,34,3,0,2,1,2,1,0,0,0,0,0,1,,50,50,401,1,355,16,5,28,1,0,2,0,1,1,0,0,0,0,0,1
312,2771,0,356,4,6,22,1,0,0,1,0,0,0,0,0,0,1,0,,346,346,3047,1,82,16,3,26,0,1,0,0,0,1,1,0,0,0,0,2
313,2773,1,475,4,12,52,4,0,2,2,1,0,1,0,0,0,0,1,,2096,2096,17311,1,243,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
314,2798,1,258,14,2,18,1,0,0,0,1,0,0,0,0,0,0,0,,2770,2770,22913,1,150,30,6,48,1,0,2,0,1,0,0,0,0,0,1,0
315,2812,0,268,12,7,46,0,0,2,1,1,2,0,1,0,0,1,3,,3915,3915,32253,0,235,2,11,26,0,0,2,1,0,0,0,0,0,0,0,0
316,2819,1,101,10,2,18,0,1,0,0,0,0,0,0,0,0,0,0,,1537,1537,12730,1,193,8,5,36,0,0,1,0,1,1,0,0,0,1,0,2
317,2828,1,238,8,4,28,1,0,0,0,1,1,0,0,1,1,0,3,,640,640,5760,1,166,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
318,2829,1,305,14,8,56,0,1,4,2,0,0,1,0,0,0,0,1,,2569,2569,21207,1,215,20,9,52,0,1,3,1,0,0,0,1,2,0,0,3
319,2830,0,269,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,,2157,2157,17791,1,296,14,7,38,0,0,2,1,1,0,0,0,1,0,0,1
320,2846,1,240,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,,865,865,7225,1,121,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0
321,2847,1,218,24,2,30,1,0,1,0,0,0,0,0,0,0,0,0,,3859,3859,31859,1,185,14,1,14,0,1,0,0,0,0,0,0,0,0,0,0
322,2851,0,155,30,6,44,1,0,3,0,0,0,2,0,0,0,1,2,,2195,2195,18114,1,126,8,3,18,0,0,1,0,0,0,1,0,0,0,0,1
323,2859,0,285,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,2110,2110,17419,0,202,10,4,26,1,0,0,1,0,2,0,0,0,0,0,2
324,2873,1,317,14,9,64,1,3,1,2,0,1,1,0,0,0,0,2,,2403,2403,19694,1,105,12,2,20,0,0,0,1,0,0,0,0,0,0,0,0
325,2875,0,361,16,11,80,2,1,6,0,2,0,0,0,0,0,0,0,,3810,3810,31460,1,338,12,8,46,2,0,3,1,1,1,0,0,0,0,0,1
326,2889,1,370,10,8,50,2,0,2,0,0,1,1,0,0,0,0,2,,784,784,6703,1,374,10,5,30,2,0,1,1,0,0,0,1,0,0,0,1
327,2891,0,339,8,7,46,1,1,0,2,1,1,0,0,0,0,0,1,,2335,2335,19198,1,380,16,11,76,3,3,2,1,1,0,0,0,0,0,0,0
328,2901,0,48,10,1,10,0,0,0,0,0,0,0,0,0,0,1,0,,2145,2145,17730,1,235,14,1,14,0,0,0,0,0,0,1,0,0,0,0,1
329,2904,0,169,14,3,24,0,0,0,0,1,2,0,0,1,1,1,4,,2118,2118,17489,1,212,10,6,22,1,0,0,0,2,0,1,0,0,0,0,1
330,2907,1,75,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0,,3201,3201,26362,1,157,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0
331,2924,0,133,16,3,26,0,1,0,1,1,0,0,0,0,0,0,0,,1661,1661,13752,0,62,18,2,22,1,0,1,0,0,1,0,1,0,0,0,2
332,2927,1,330,14,6,34,3,0,0,0,3,0,0,0,1,0,0,1,,2445,2445,20072,1,410,22,10,44,2,1,3,0,2,1,1,0,0,1,0,3
333,2934,0,102,8,5,26,1,1,1,1,0,0,0,0,0,0,0,0,,3518,3518,29199,1,298,10,2,12,0,0,0,0,0,2,0,0,0,0,0,2
334,2959,1,311,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,2444,2444,20071,0,284,14,2,22,1,0,1,0,0,1,0,0,0,0,0,1
